AUT;BEL;BGR;BIH;CHE;CYP;CZE;DEU;DNK;ESP;EST;FIN;FRA;GBR;GRC;HRV;HUN;IRL;ISL;ITA;LTU;LUX;LVA;MKD;MNE;NLD;NOR;POL;PRT;ROU;SRB;SVK;SVN;SWE;UKR
8042,0;9816,0;5363,0;1565,0;7213,0;379,0;7422,0;54119,58762886598;3978,9;25933,0;991,0;10036,0;66380,874;38293,86363636364;6399,0;1871,0;4643,0;2809,0;2115,0;29598,0;1296,0;726,0;848,0;1187,0;478,0;12616,0;17535,0;15554,0;4804,0;6071,0;5146,0;3413,0000000000005;1580,0;17415,0;791,0
8376,0;10175,0;5492,0;1645,0;7245,0;395,0;7865,000000000001;57405,154639175256;4114,8;28482,0;1005,0000000000001;10230,0;67870,572;42696,13636363636;6901,000000000001;2023,9999999999998;4818,0;3118,0;2132,0;31699,0;1322,0;765,0;861,0;1255,0;494,00000000000006;13229,0;18236,0;16330,000000000002;5377,0;6070,0;5348,0;3552,0000000000005;1673,0;17958,0;811,0
8434,0;10425,0;5524,0;1660,0000000000002;7267,0;413,0;7993,000000000001;60773,195876288664;4166,2;29913,0;1016,0;10316,0;68705,46;45256,409090909096;6950,0;2110,0;4888,0;3314,0;2145,0;32620,0;1327,0;722,0;859,0;1290,0;529,0;13727,000000000002;18403,0;16593,0;5845,0;6044,0;5481,0;3599,0;1705,0;18218,0;787,0
8077,0;10488,0;5457,0;1655,0;7559,999999999999;418,0;7862,0;60438,14432989691;4157,3;30285,000000000004;1014,0;10227,0;69811,267;46340,0;6825,0;2076,0;4841,0;3481,0;2150,0;32624,0;1322,0;787,0;859,0;1308,0;513,0;14004,0;18056,0;16750,0;6270,0;5985,0;5428,0;3444,0;1634,0;18257,0;787,0
7813,0;10161,0;5293,0;1628,0;7331,999999999999;412,0;7772,0;57923,71134020618;4124,5;30892,0;1011,9999999999999;10252,0;65378,66;47022,045454545456;6345,0;1951,0000000000002;4688,0;3496,0;2148,0;30830,0;1309,0;756,0;855,0000000000001;1318,0;523,0;13940,0;17861,0;16832,0;6378,0;5920,0;5339,0;3333,0;1536,0;18286,0;818,0
7717,0;9861,0;5223,0;1605,0;7423,0;405,0;7751,000000000001;55848,45360824743;4090,0999999999995;30854,000000000004;1023,0;10345,0;62527,922;46719,545454545456;6464,0;1844,0000000000002;4635,0;3379,0;2148,0;29772,000000000004;1299,0;734,0;861,9999999999999;1318,0;509,0;13838,0;17966,0;16599,0;6131,0;5813,0;5211,0;3250,0;1466,0;18338,0;802,9999999999999
7809,0;9819,0;5268,0;1621,0;7227,0;409,99999999999994;7725,0;55044,32989690722;4152,2;29506,0;1071,0;10813,0;60849,81800000001;46660,27272727273;6515,000000000001;1796,0;4654,0;3300,0;2149,0;28820,0;1345,0;717,0;901,0;1298,0;512,0;13780,000000000002;18211,0;16389,0;6046,0;5808,0;5221,0;3247,9999999999995;1473,0;18794,0;848,0
8323,0;9877,0;5460,0;1712,0;7334,0;436,00000000000006;7862,0;56070,10309278351;4485,5;28894,0;1118,0;11013,0;61390,073;47623,409090909096;6620,999999999999;1879,0;4854,0;3395,0000000000005;2161,0;29055,0;1481,0;704,0;981,0;1339,0;521,0;13957,0;18627,0;17424,0;5994,0;6033,0;5483,0;3374,0;1522,0;19648,0;892,0
8642,0;10607,0;5990,0;1797,0;7980,0;528,0;8037,0;61590,721649484534;5016,1;28925,0;1118,0;11023,0;67578,582;51493,0;7159,0;2123,0;5039,0;3829,9999999999995;2184,0;32504,000000000004;1497,0;796,0;986,9999999999999;1376,0;544,0;15122,0;18959,0;18080,0;5988,0;6613,0;5791,0;3460,0;1589,0;20071,0;866,0
8721,0;11107,0;6229,0;1795,0;8368,0;587,0;8097,0;63473,195876288664;4893,1;31281,0;1108,0;10996,0;72087,609;55785,40909090909;7222,0;2155,0;5027,0;3960,0;2189,0;34477,0;1481,0;836,9999999999999;972,0000000000001;1363,0;552,0;15212,0;18922,0;18202,0;6548,0;6970,0;5857,0;3464,0;1680,0;19946,0;852,0
8397,0;10947,0;6098,0;1762,0;8219,0;596,0;8011,0;62190,721649484534;4528,8;32810,0;1081,0;10797,0;71974,308;54572,90909090909;7139,0;2182,0;4949,0;3797,9999999999995;2181,0;35208,0;1435,0;805,0000000000001;956,0;1349,0;531,0;14863,999999999998;18850,0;18216,0;7103,0;6941,0;5863,0;3460,0;1696,0;19406,0;828,9999999999999
8062,0;10662,0;5804,0;1720,0;7858,0;588,0;7813,0;59492,783505154635;4237,3;33710,0;1025,0;10514,0;69213,29;51935,0;6850,0;2166,0;4763,0;3644,0;2178,0;34256,0;1361,0;735,0;908,0;1321,0;523,0;14304,0;18651,0;17697,0;7303,0;6817,0;5790,0;3418,0;1599,0;18811,0;801,0
7752,0;10195,0;5514,0;1628,0;7690,000000000001;577,0;7470,0;57908,24742268042;3964,0;33891,0;952,9999999999999;10758,0;66300,336;49055,090909090904;6384,0;2177,0;4558,0;3436,9999999999995;2160,0;32552,0;1232,0;768,0;830,0000000000001;1298,0;493,0;13527,000000000002;18463,0;16980,0;7256,0;6491,0;5691,0;3258,0;1511,0;18096,0;743,0
7790,000000000001;10292,0;5359,0;1499,0;7613,0;544,0;7347,0;58253,60824742268;3665,8;32608,0;884,0;10577,0;69614,988;45461,318181818184;6002,0;2053,0;4372,0;3159,0;2130,0;29817,0;1117,0;722,0;749,0;1285,0;463,0;12803,0;18008,0;16050,0;6915,000000000001;6048,0;5512,0;3115,0;1417,0;17232,0;681,0
7286,0;10341,0;4955,0;1344,0;7256,999999999999;498,00000000000006;6989,0;55363,9175257732;3386,1;29850,0;831,0;10046,0;68984,269;41013,5;5385,0;1814,0;4134,0;3101,0;2101,0;26899,0;1040,0;734,0;680,0;1240,0;448,00000000000006;11888,0;17343,0;15038,0;6498,999999999999;5611,0;5401,0;2974,0;1308,0;16365,0;630,0
7077,0;9832,0;4547,0;1205,0;7176,000000000001;434,99999999999994;6841,0;52526,804123711336;3167,5;26864,999999999996;793,0;9734,0;65234,452;36353,72727272727;4872,0;1686,0;3865,0;2899,0;2066,0;24390,0;994,0;671,0;638,0;1139,0;404,0;11253,0;16904,0;14119,0;5792,0;5259,0;5084,0;2926,0;1244,0;15888,999999999998;604,0
6831,999999999999;9430,0;4263,0;1103,0;7267,0;383,0;6927,0;50803,092783505155;3050,9;24650,0;779,0;9519,0;64651,99800000001;35511,86363636364;4830,0;1663,0;3777,0000000000005;2691,0;2049,0;22840,0;974,0;607,0;621,0;1025,0;360,0;10921,0;16662,0;13713,999999999998;5325,0;5105,0;4718,0;2813,0;1197,0;15715,0;607,0
6708,0;9194,0;4120,0;1061,0;7319,0;353,0;6837,0;50110,30927835051;3020,2;23305,0;784,0;9431,0;62854,588;35344,545454545456;4670,0;1586,0;3614,0;2537,0;2054,0;22151,0;967,0;590,0;610,0;935,0;331,0;10717,0;16529,0;13491,999999999998;4939,0;5000,0;4361,0;2768,0;1198,0;15666,0;595,0
6631,999999999999;8897,0;4065,0;1042,0;7295,0;341,0;6698,999999999999;50436,0824742268;3050,2;22776,0;778,0;9546,0;60812,026000000005;34394,409090909096;4539,0;1575,0;3544,0;2466,0;2059,0;22059,0;980,0000000000001;589,0;635,0;888,0000000000001;316,0;10664,0;16575,0;13479,0;4702,0;4963,0;4115,0;2786,0;1168,0;15740,0;593,0
7097,0;8972,0;4135,0;1058,0;7089,0;342,0;6784,999999999999;52045,360824742274;3129,1;22671,0;813,0000000000001;10000,0;61224,018000000004;33903,818181818184;4647,0;1599,0;3669,0;2447,0;2058,0;22562,0;1049,0;612,0;676,0;861,0;311,0;10812,0;16852,0;13747,0;4660,0;5038,0;4064,0;2873,0;1193,0;16047,999999999998;632,0
8083,0;9456,0;4306,0;1133,0;7465,000000000001;364,0;7287,0;56141,237113402065;3428,6000000000004;23397,0;942,0;10991,0;65670,822;33504,545454545456;5136,0;1728,0;4094,0;2462,0;2065,0;24873,0;1285,0;631,0;806,0;860,0;320,0;11324,0;17415,0;14672,0;4663,0;5279,0;4225,0;3078,0;1311,0;17015,0;699,0
9525,0;10660,0;4835,0;1339,0;8170,999999999999;425,0;8425,0;65378,35051546392;4179,8;26513,0;1110,0;11559,0;73233,154;35322,090909090904;6008,0;1888,0;4981,0;2732,0;2088,0;31751,0;1504,0;688,0;969,0;891,0;353,0;12663,0;18961,0;17496,0;4743,0;5923,0;4739,0;3576,0;1636,0;19287,0;792,0
10539,0;11658,0;5371,0;1524,0;9153,0;496,0;9047,0;73346,39175257733;5015,2;31460,000000000004;1211,0;11882,0;78899,508;42618,454545454544;6420,0;2172,0;5321,0;3338,0000000000005;2147,0;39197,0;1630,0;731,0;1078,0;876,0;400,0;14876,0;21052,0;19568,0;5357,0;6831,999999999999;5255,0;3808,0;1848,0;21446,0;808,0
10749,0;12192,0;5775,0;1630,9999999999998;9627,0;532,0;9188,0;75961,85567010309;5287,0;35444,0;1236,0;11700,0;79381,76;51742,27272727273;6959,999999999999;2302,0;5438,0;3685,0;2209,0;44240,0;1678,0;852,9999999999999;1111,0;947,0000000000001;449,0;16212,0;21359,0;20485,0;6107,0;7284,0;5503,0;3907,0;1896,0;21731,0;832,0
10826,0;12323,0;5865,0;1705,9999999999998;9680,0;538,0;9398,0;76230,92783505155;5260,4;36987,0;1241,0;11716,0;80115,385;54395,0;7095,0;2350,0;5508,0;3824,0;2237,0;46651,0;1689,0;871,0000000000001;1117,0;1025,0;471,0;16582,0;21179,0;21034,0;7095,999999999999;7309,999999999999;5585,0;3935,0;1879,0;21642,0;834,0
10893,0;12357,0;5735,0;1707,9999999999998;9699,0;526,0;9428,0;77291,75257731958;5326,4;38207,0;1222,0;11715,0;80158,16;55558,59090909091;7109,999999999999;2320,0;5553,0;3935,0;2255,0;47059,0;1677,0;874,0;1101,0;1067,0;478,0;16728,0;21105,0;21104,0;7508,0;7206,0;5560,0;3868,0;1873,0;21863,0;827,9999999999999
10799,0;12411,0;5644,0;1696,0;9638,0;528,0;9439,0;78165,97938144329;5300,4;38341,0;1196,0;11756,0;80996,199;55470,72727272727;7133,0;2323,0;5625,0;3988,0000000000005;2250,0;46470,0;1646,0;884,0;1062,0;1088,0;479,0;16871,0;20966,0;21325,0;7573,0;7094,0;5567,0;3856,0;1862,0;21684,0;822,0000000000001
10483,0;12208,0;5414,0;1714,0;9306,0;538,0;9573,0;77619,58762886598;5186,0;38052,0;1221,0;11693,0;80791,065;55158,40909090909;7119,0;2294,0;5664,0;4046,0;2247,0;43374,0;1667,0000000000002;875,0;1087,0;1082,0;479,0;16728,0;20774,0;21435,0;7688,0;7038,0;5512,0;3869,0;1845,0;21597,0;826,0
10426,0;12383,0;5343,0;1707,0;9344,0;536,0;9545,0;77094,84536082474;5214,6;37891,0;1216,0;11716,0;79253,456;55131,09090909091;6817,0;2238,0;5588,0;4011,9999999999995;2252,0;43154,0;1653,0;876,0;1082,0;1095,0;474,0;16846,0;20663,0;21581,0;7238,0;7019,0;5469,0;3867,0;1834,0;21671,0;796,0
10343,0;12248,0;5340,0;1702,0;9291,0;552,0;9466,0;76019,58762886598;5137,8;36560,0;1231,0;11686,0;77206,62;54799,95454545455;6933,0;2172,0;5546,0;3972,9999999999995;2248,0;43841,0;1647,0;861,0;1087,0;1086,0;466,0;16778,0;20627,0;21300,0;7247,0;6909,999999999999;5356,0;3833,0;1782,0;21646,0;806,0
10390,0;12168,0;5377,0;1687,0;9229,0;567,0;9519,0;75375,25773195877;5012,7;36103,0;1259,0;11986,0;76220,649;54840,04545454545;6881,0;2125,0;5562,0;4013,0000000000005;2228,0;44062,0;1655,9999999999998;789,0;1115,0;1079,0;463,0;16658,0;20714,0;21133,0;7393,000000000001;6908,0;5449,0;3815,9999999999995;1797,0;21939,0;846,0000000000001
10780,0;12064,0;5374,0;1729,0;9292,0;569,0;9417,0;75179,38144329897;5202,2;35867,0;1270,0;12041,0;76312,785;55544,40909090909;6967,0;2228,0;5647,0;4169,0;2235,0;44891,0;1692,0000000000002;847,0000000000001;1147,0;1131,0;479,0;16783,0;21001,0;21876,0;7361,0;6983,0;5736,0;3892,0;1827,0;22315,0;903,9999999999999
11084,0;12678,0;5682,0;1838,0;9522,0;638,0;9501,0;78422,68041237113;5645,2;36229,0;1236,0;11941,0;80427,43;58885,40909090909;7613,0;2486,0;5724,0;4625,0;2160,0;47493,0;1671,0;880,0000000000001;1128,0;1190,0;507,0;17555,0;21035,0;22190,0;7287,0;7498,999999999999;6002,0;3990,9999999999995;1957,0;22430,0;890,0
10828,0;12902,000000000002;6024,0;1807,9999999999998;9607,0;675,0;9352,0;78319,58762886598;5417,2;37941,0;1198,0;11882,0;84284,927;61285,13636363636;7681,0;2494,0;5634,0;4594,0;2273,0;47411,0;1613,0;896,0000000000001;1083,0;1179,0;505,99999999999994;17070,0;20678,0;21876,0;7722,0;7706,0;6072,0;3925,0;1975,0;21930,0;869,0
10118,0;12342,0;5992,0;1776,0000000000002;9170,0;671,0;9268,0;76305,15463917526;5070,0;39304,0;1155,0;11879,0;81026,181;60110,59090909091;7594,0;2494,0;5529,0;4349,0;2250,0;46138,0;1555,0;868,0;1039,0;1182,0;498,00000000000006;16592,0;20428,0;21771,0;8238,0;7648,999999999999;6014,0;3874,0;1943,0;21589,0;844,9999999999999
9384,0;11717,0;5729,0;1693,0;8718,0;646,0;8851,0;71842,26804123711;4682,3;39262,0;1099,0;11572,0;76022,525;58421,72727272727;7159,999999999999;2416,0;5322,0;4113,0;2157,0;43957,0;1463,0;827,9999999999999;977,0;1155,0;490,00000000000006;15763,0;20202,0;21013,0;8367,0;7506,999999999999;5883,0;3768,0;1863,0;20761,0;819,9999999999999
8740,0;11018,0;5435,0;1629,0;8422,0;615,0;8272,0;68378,35051546393;4372,5;38082,0;1017,0;11727,0;71838,127;55163,181818181816;6545,999999999999;2415,0;5107,0;3813,0000000000005;2209,0;40582,0;1316,0;777,0;886,0;1143,0;473,00000000000006;14828,0;19729,0;19761,0;8098,999999999999;7080,0;5811,0;3561,0;1701,0000000000002;19805,0;744,0
8508,0;11259,0;5256,0;1529,0;8201,0;560,0;7743,000000000001;65327,83505154639;3993,3999999999996;35179,0;933,0;11471,0;74720,887;50332,590909090904;6048,0;2222,0;4858,0;3451,0;2181,0;36073,0;1187,0;753,0;801,0;1259,0;455,99999999999994;13761,000000000002;19006,0;18300,0;7723,999999999999;6448,999999999999;5623,0;3399,0;1600,0;18737,0;685,0
7966,0;11280,0;4919,0;1390,0;7748,0;498,00000000000006;7329,000000000001;60792,783505154635;3623,8;31618,0;863,0000000000001;11131,0;73676,385;45091,590909090904;5486,0;1942,0000000000002;4616,0;3320,0000000000005;2144,0;32283,999999999996;1104,0;738,0;725,0;1263,0;471,0;12824,0;18239,0;16918,0;7139,0;5954,0;5413,0;3234,0000000000005;1480,0;17605,0;630,0
7665,000000000001;10659,0;4523,0;1229,0;7531,999999999999;434,0;7098,999999999999;57606,18556701031;3415,2999999999997;29025,0;834,0;10811,0;69264,661;39939,909090909096;4969,0;1672,0;4300,0;3071,0;2114,0;29386,0;1061,0;772,0;681,0;1167,0;436,00000000000006;11942,0;17530,0;15837,0;6312,0;5706,0;5091,0;3133,0;1403,0;16828,0;621,0
7418,000000000001;10117,0;4226,0;1127,0;7552,0;384,0;7106,0;55535,051546391755;3278,4;26475,0;817,0;10602,0;69166,585;38772,545454545456;4956,0;1648,0;4108,0;2837,0;2030,9999999999998;27539,0;1041,0;700,0;668,0;1051,0;385,0;11510,0;17167,0;15276,0;5667,0;5498,0;4713,0;3020,0;1329,0;16565,0;598,0
7303,0;9839,0;4108,0;1076,0;7468,000000000001;354,0;6998,999999999999;54504,12371134021;3219,3000000000006;25087,0;810,0;10510,0;67190,365;38432,545454545456;4797,0;1572,0;3926,0;2686,0;2077,0;26558,0;1036,0;674,0;651,0;952,9999999999999;349,0;11213,0;17059,0;14983,000000000002;5301,0;5393,0;4373,0;2953,0;1318,0;16474,0;605,0
7186,0;9592,0;4050,0;1063,0;7351,000000000001;342,0;6908,0;54890,721649484534;3236,4000000000005;24620,0;801,0;10642,0;65133,065;37519,545454545456;4675,0;1549,0;3852,0000000000005;2609,0;2084,0;26272,000000000004;1047,0;667,0;665,0;885,0;351,0;11114,0;17053,0;15038,0;5097,0;5405,0;4135,0;2959,0;1319,0;16525,0;609,0
7500,0;9636,0;4074,0;1073,0;7127,0;343,0;6998,0;56046,39175257732;3332,3;24505,0;855,0000000000001;11057,0;65372,789;36806,090909090904;4762,0;1576,0;3965,0;2566,0;2088,0;26431,0;1106,0;659,0;708,0;871,0000000000001;343,0;11151,0;17305,0;15231,0;5016,0;5465,0;4054,9999999999995;3057,0;1337,0;16828,0;646,0
8399,0;10027,0;4238,0;1139,0;7459,999999999999;366,0;7483,0;59346,39175257732;3602,3;25188,0;983,0;12083,0;69498,933;36116,72727272727;5234,0;1696,0;4292,0;2591,0;2096,0;28250,0;1320,0;644,0;830,0000000000001;894,0;340,0;11544,0;17756,0;15921,0;5023,0;5667,0;4219,0;3222,9999999999995;1405,0;17686,0;707,0
9818,0;11153,0;4754,0;1321,0;8260,0;430,0;8590,0;67320,61855670103;4336,7;27866,000000000004;1133,0;12594,0;77204,751;37556,045454545456;6074,0;1944,0000000000002;5082,0;2836,0;2119,0;34060,0;1531,0;755,0;991,0;986,0;359,0;12885,0;19426,0;18334,0;5085,0;6194,0;4744,0;3657,0;1709,0;19849,0;765,0
10737,0;12073,0;5271,0;1494,0;9197,0;495,0;9121,0;74587,62886597938;5151,3;32945,0;1234,0;12874,0;82529,311;44357,545454545456;6373,0;2204,0;5387,0;3436,0;2177,0;41494,0;1657,0;836,9999999999999;1098,0;1019,9999999999999;401,0;15050,0;21010,0;20151,0;5568,0;6963,0;5243,0;3822,0;1897,0;21927,0;861,9999999999999
10932,0;12354,0;5601,0;1628,0;9649,0;518,0;9338,0;77239,17525773196;5421,3;36474,0;1260,0;12661,0;82637,084;53092,95454545455;6788,0;2324,0;5434,0;3778,0;2241,0;45898,0;1689,0;884,0;1127,0;1093,0;440,00000000000006;16435,0;21461,0;20880,0;6169,0;7283,0;5484,0;3902,0000000000005;1961,0;22245,0;857,0
10909,0;12456,0;5726,0;1678,0;9647,0;501,0;9501,0;77404,1237113402;5393,3;37711,0;1260,0;12629,0;82796,393;55274,59090909091;6769,0;2369,0;5499,0;3865,0;2268,0;47798,0;1688,0;864,0;1132,0;1139,0;463,99999999999994;16862,0;21393,0;21216,0;7077,0;7390,000000000001;5577,0;3935,0;1969,0000000000002;22007,0;868,0
11015,0;12473,0;5582,0;1673,9999999999998;9677,0;486,00000000000006;9446,0;78450,51546391752;5458,2;38505,0;1258,0;12602,0;82547,719;56264,5;6812,0;2357,0;5542,0;3946,0;2283,0;48044,0;1678,0;908,0;1120,0;1141,0;474,0;16962,0;21203,0;21169,0;7533,0;7326,000000000001;5553,0;3933,0;1957,9999999999998;22227,0;827,9999999999999
10991,0;12475,0;5495,0;1672,0;9673,0;484,99999999999994;9421,0;79081,44329896908;5423,4;38499,0;1237,0;12590,0;82750,152;56208,95454545455;6827,0;2389,0;5590,0;3959,0000000000005;2279,0;48062,0;1643,0;900,0;1082,0;1113,0;471,0;16994,0;21001,0;21489,0;7695,999999999999;7193,000000000001;5452,0;3933,0;1987,0;22178,0;839,0
10642,0;12206,0;5352,0;1632,0;9294,0;486,00000000000006;9424,0;78398,96907216495;5325,8;38172,0;1256,0;12496,0;82041,714;55813,36363636364;6719,0;2366,0;5594,0;3996,0;2265,0;45017,0;1647,0;827,0;1101,0;1092,0;466,0;16733,0;20862,0;21545,0;7789,0;7125,0;5330,0;3911,0;1923,9999999999998;21964,0;826,0
10575,0;12170,0;5242,0;1670,0;9349,0;479,0;9493,0;77888,65979381443;5328,4;38132,0;1246,0;12409,0;79999,162;55509,681818181816;6480,0;2316,0;5516,0;3949,0;2268,0;44092,0;1629,0;863,0000000000001;1097,0;1098,0;450,0;16693,0;20650,0;21674,0;7484,0;7159,999999999999;5200,0;3895,0000000000005;1979,0;21949,0;825,0
10561,0;12083,0;5159,0;1650,0;9273,0;473,00000000000006;9453,0;76816,49484536084;5264,3;36846,0;1248,0;12363,0;77862,18;55012,22727272727;6661,0;2261,0;5499,0;3911,0;2252,0;45500,0;1614,9999999999998;819,9999999999999;1099,0;1105,0;443,0;16610,0;20680,0;21382,0;7483,0;7084,0;5049,0;3869,0;1887,0;21962,0;826,0
10521,0;11988,0;5192,0;1630,0;9211,0;474,0;9562,0;76105,15463917526;5149,9;36287,0;1276,0;12683,0;76751,882;54867,54545454545;6687,0;2220,0;5550,0;3961,0;2254,0;45765,0;1617,0000000000002;827,0;1111,0;1105,0;449,0;16541,0;20673,0;21239,0;7562,0;6968,000000000001;5052,0;3840,9999999999995;1852,0;22274,0;834,0
10782,0;11962,0;5304,0;1667,0000000000002;9249,0;493,0;9497,0;75529,89690721649;5311,9;36333,0;1271,0;12824,0;77247,904;55622,22727272727;6897,0;2316,0;5661,0;4120,0;2250,0;46557,0;1676,0000000000002;836,9999999999999;1149,0;1164,0;463,99999999999994;16747,0;20987,0;21929,0;7442,0;7095,0;5346,0;3872,9999999999995;1901,0000000000002;22545,0;908,0
11129,0;12608,0;5651,0;1764,9999999999998;9470,0;581,0;9621,0;78968,0412371134;5740,5;36890,0;1251,0;12799,0;82195,243;58811,09090909091;7579,000000000001;2533,0;5770,0;4516,0;2222,0;48574,0;1663,0;849,0;1138,0;1221,0;488,99999999999994;17546,0;20952,0;22345,0;7405,0;7577,0;5664,0;3981,0;1957,0;22618,0;908,0
10860,0;12941,0;5997,0;1747,0;9495,0;633,0;9427,0;78644,32989690722;5510,8;38856,0;1220,0;12809,0;86451,555;60743,90909090909;7640,000000000001;2529,0;5680,0;4517,0;2274,0;48377,0;1607,0;902,0;1100,0;1210,0;492,0;17091,0;20623,0;22097,0;7817,0;7794,0;5666,0;3900,0;1963,0;22159,0;876,0
10179,0;12496,0;5950,0;1713,0;9176,0;632,0;9340,0;76502,06185567011;5099,0;40232,0;1193,0;12676,0;83159,175;60288,59090909091;7534,999999999999;2518,0;5580,0;4298,0;2252,0;46964,0;1555,0;888,0000000000001;1068,0;1191,0;482,0;16597,0;20376,0;21984,0;8329,0;7673,999999999999;5609,0;3872,9999999999995;1964,9999999999998;21580,0;834,0
9494,0;11881,0;5698,0;1666,0;8645,0;610,0;8896,0;72456,70103092783;4730,3;40207,0;1132,0;12162,0;78216,188;58687,27272727273;7022,0;2425,0;5373,0;4097,0;2242,0;44351,0;1452,0;858,0;999,0;1146,0;470,0;15849,0;20090,0;21266,0;8452,0;7534,999999999999;5501,0;3767,0;1885,0000000000002;20826,0;811,9999999999999
8733,0;11293,0;5451,0;1607,9999999999998;8390,0;583,0;8306,0;68854,63917525773;4446,2;39208,0;1048,0;12200,0;73976,268;55127,04545454545;6404,000000000001;2419,0;5145,0;3831,0;2220,0;41127,0;1302,0;784,0;902,9999999999999;1117,0;459,99999999999994;14919,999999999998;19651,0;19825,0;8223,0;7123,999999999999;5393,0;3568,0;1718,0;19964,0;751,0
8638,0;11537,0;5295,0;1522,0;8165,000000000001;538,0;7791,0;65741,23711340207;4073,6999999999994;36258,0;968,0;11945,0;76655,757;50121,318181818184;5943,0;2223,0;4900,0;3456,0;2191,0;36601,0;1175,0;768,0;810,0;1230,0;443,0;13809,0;18828,0;18404,0;7797,0;6505,0;5323,0;3376,0;1642,0000000000002;18823,0;683,0
8081,0;11453,0;4913,0;1361,0;7725,0;480,0;7372,0;61446,39175257732;3684,4;32569,0;900,0;11440,0;75364,261;44665,86363636364;5374,0;1945,0;4663,0;3299,0;2155,0;32997,0;1094,0;743,0;730,0;1261,0;455,0;12754,0;17850,0;17091,0;7256,999999999999;5926,0;5204,0;3213,0000000000005;1525,0;17659,0;637,0
7842,0;10906,0;4447,0;1215,0;7481,0;417,0;7140,000000000001;58375,257731958765;3443,6;29411,0;872,0000000000001;11129,0;71088,193;39263,590909090904;4959,0;1672,0;4331,0;3036,0;2124,0;29730,0;1059,0;698,0;690,0;1171,0;433,0;12000,0;17158,0;16172,0;6338,0;5603,0;5002,0;3127,0;1432,0;17036,0;619,0
7633,0;10480,0;4186,0;1130,0;7442,0;369,0;7169,0;56151,54639175257;3323,2;26868,0;851,0;10896,0;71331,305;37995,545454545456;4923,0;1647,0;4153,0;2804,0;2107,0;27833,999999999996;1040,0;657,0;673,0;1048,0;392,0;11498,0;16892,0;15528,0;5699,0;5408,0;4679,0;3037,0;1361,0;16761,0;600,0
7384,0;10024,0;4050,0;1064,0;7375,0;344,0;7045,999999999999;55189,69072164948;3262,3000000000006;25391,0;844,0;10867,0;69259,37;37713,454545454544;4748,0;1574,0;3949,0;2656,0;2098,0;26833,999999999996;1035,0;666,0;669,0;951,0;349,0;11215,0;16826,0;15224,0;5330,0;5465,0;4396,0;2965,0;1324,0;16639,0;619,0
7445,0;9757,0;3983,0;1048,0;7427,0;333,0;6958,0;55571,134020618556;3277,2;24810,0;859,0;10944,0;66964,034;36797,72727272727;4669,0;1549,0;3883,0;2576,0;2099,0;26580,0;1046,0;623,0;688,0;894,9999999999999;341,0;11125,0;16894,0;15307,0;5136,0;5471,0;4161,0;2995,0;1337,0;16712,0;621,0
7905,0;9737,0;4022,0;1056,0;7323,999999999999;334,0;7050,0;56609,278350515466;3353,0;24694,0;886,9999999999999;11382,0;67102,674;35944,86363636364;4741,0;1581,0;3972,0;2565,0;2098,0;26902,0;1111,0;652,0;726,0;869,9999999999999;324,0;11176,0;16997,0;15562,0;4970,0;5485,0;4082,0;3077,0;1351,0;16947,0;636,0
8867,0;10108,0;4174,0;1137,0;7681,0;356,0;7529,000000000001;59829,89690721649;3624,9;25268,0;1011,0;12318,0;71021,195;35351,681818181816;5205,0;1698,9999999999998;4307,0;2572,0;2100,0;28598,0;1328,0;649,0;853,9999999999999;889,0;344,0;11517,0;17527,0;16180,000000000002;5002,0;5672,0;4231,0;3219,0;1466,0;17870,0;722,0
10233,0;11153,0;4672,0;1302,0;8237,0;407,0;8617,0;67743,29896907217;4349,6;27986,0;1195,0;12723,0;78045,853;36718,22727272727;5993,0;1939,9999999999998;5097,0;2818,0;2127,0;34403,0;1541,0;734,0;1005,0000000000001;967,0;354,0;12907,0;18790,0;18323,0;5139,0;6236,0;4764,0;3614,0;1748,9999999999998;20082,0;794,0
10679,0;12070,0;5190,0;1500,0;9236,0;471,0;9164,0;75010,30927835051;5153,0;33028,0;1274,0;13034,0;82879,393;43437,22727272727;6309,0;2205,0;5410,0;3399,0;2184,0;41891,0;1657,0;806,0;1112,0;977,0;395,0;15216,0;20530,0;20167,0;5556,0;6956,999999999999;5270,0;3778,0;1923,9999999999998;22013,0;856,0
10731,0;12383,0;5529,0;1642,0000000000002;9681,0;500,0;9366,0;77353,60824742267;5358,9;36643,0;1287,0;12866,999999999998;83447,78;52241,181818181816;6700,0;2319,0;5462,0;3728,0;2243,0;46373,0;1693,0;855,0000000000001;1146,0;1046,0;436,00000000000006;16586,0;21109,0;20842,0;6310,0;7261,0;5492,0;3879,9999999999995;1961,0;22253,0;867,0
10793,0;12496,0;5666,0;1693,0;9709,0;494,00000000000006;9508,0;77228,86597938144;5325,6;38079,0;1278,0;12769,0;83638,126;54702,63636363636;6709,999999999999;2369,0;5515,0;3800,0;2257,0;48520,0;1679,0;894,9999999999999;1149,0;1091,0;459,99999999999994;16937,0;20972,0;21175,0;7333,0;7438,0;5563,0;3934,0000000000005;1964,9999999999998;22157,0;893,0
